accuracy,loss,val_accuracy,val_loss
0.1034482792019844,2.3505215644836426,0.161369189620018,2.3287248611450195
0.2976406514644623,1.945322871208191,0.45232275128364563,1.7308799028396606
0.5964912176132202,1.174965500831604,0.5330073237419128,1.5010099411010742
0.7144585847854614,0.8690520524978638,0.6528117656707764,1.1942096948623657
0.7689050436019897,0.7029525637626648,0.694376528263092,1.0391958951950073
0.8027828335762024,0.5959527492523193,0.7163814306259155,0.9637007713317871
0.8542044758796692,0.48717811703681946,0.6968215107917786,1.0191000699996948
0.8614640235900879,0.43199828267097473,0.7457212805747986,0.9019683599472046
0.8838475346565247,0.3880748450756073,0.7701711654663086,0.7805439233779907
0.8905020952224731,0.33190643787384033,0.7726161479949951,0.7337088584899902
0.9026013016700745,0.31478163599967957,0.8117359280586243,0.7353959083557129
0.9183303117752075,0.2671527564525604,0.7995110154151917,0.6953438520431519
0.9092559218406677,0.25982919335365295,0.7921760678291321,0.7711373567581177
0.9316394329071045,0.23499076068401337,0.8044009804725647,0.6908619999885559
0.9431337118148804,0.22673435509204865,0.7555012106895447,0.7889571189880371
0.9437386393547058,0.19333508610725403,0.7579461932182312,0.7508153915405273
0.9419237971305847,0.20990197360515594,0.8019559979438782,0.7011172771453857
0.9473684430122375,0.19919954240322113,0.8215159177780151,0.6003632545471191
0.9425287246704102,0.2034807950258255,0.7677261829376221,0.7410756349563599
0.9437386393547058,0.1927194595336914,0.8264058828353882,0.5603951215744019
0.9497882723808289,0.1841736137866974,0.7775061130523682,0.6982252597808838
0.9546279311180115,0.1683427095413208,0.8288508653640747,0.5687021613121033
0.9497882723808289,0.17801707983016968,0.8019559979438782,0.6291924715042114
0.9552329182624817,0.16626888513565063,0.8484107851982117,0.5659777522087097
0.9618874788284302,0.15084601938724518,0.7823960781097412,0.6245123744010925
