accuracy,loss,val_accuracy,val_loss
0.09800363332033157,2.370816707611084,0.15158924460411072,2.3392210006713867
0.11070780456066132,2.3369810581207275,0.24449877440929413,2.3348968029022217
0.15124017000198364,2.3187971115112305,0.22738386690616608,2.306478977203369
0.22807016968727112,2.1416587829589844,0.4278728663921356,1.9534859657287598
0.4059286117553711,1.6450657844543457,0.5134474039077759,1.521002173423767
0.5208711624145508,1.3507033586502075,0.5647921562194824,1.3794609308242798
0.5940713882446289,1.1755343675613403,0.6063569784164429,1.27263343334198
0.6206896305084229,1.096813440322876,0.5892420411109924,1.248740315437317
0.6485178470611572,1.0036654472351074,0.6063569784164429,1.201480507850647
0.6739261746406555,0.9476678967475891,0.6234718561172485,1.1777546405792236
0.6987295746803284,0.9153609871864319,0.6259168982505798,1.1218961477279663
0.7156684994697571,0.8446619510650635,0.6332518458366394,1.0669530630111694
0.7283726334571838,0.8248761892318726,0.6308068633079529,1.1001663208007812
0.7580157518386841,0.7632001638412476,0.6552567481994629,1.0780704021453857
0.7531760334968567,0.7156934142112732,0.6479217410087585,1.0825295448303223
0.7743496894836426,0.6923615336418152,0.6601467132568359,1.0265381336212158
0.7658802270889282,0.6924691200256348,0.6723716259002686,1.0445817708969116
0.784633994102478,0.6229890584945679,0.6797065734863281,0.9471222758293152
0.7949183583259583,0.5967500805854797,0.6503667235374451,1.0677577257156372
0.7991530299186707,0.5943238735198975,0.6797065734863281,0.9395399689674377
0.8130671381950378,0.5718272924423218,0.645476758480072,1.1770083904266357
0.8191167712211609,0.5585212111473083,0.6821516156196594,1.0094237327575684
0.830610990524292,0.5178503394126892,0.6870415806770325,0.981885552406311
0.8324258923530579,0.526490330696106,0.7017114758491516,0.9275445342063904
0.8584392070770264,0.47848445177078247,0.684596598148346,1.0869876146316528
0.830610990524292,0.4834842383861542,0.6992664933204651,0.9677020311355591
0.8408953547477722,0.4863535165786743,0.6968215107917786,0.9907395243644714
0.8378705382347107,0.48838281631469727,0.689486563205719,0.9652187824249268
0.8487598299980164,0.45350250601768494,0.7017114758491516,0.9208016395568848
0.8608590364456177,0.4235684871673584,0.7041564583778381,0.9500591158866882
